,accountId,assists,champLevel,champion,creepsPerMinDeltas,csDiffPerMinDeltas,currentAccountId,currentPlatformId,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,gameCreation,gameDuration,gameId,gameVersion,goldEarned,goldPerMinDeltas,goldSpent,highestAchievedSeasonTier,inhibitorKills,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,map,matchHistoryUri,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,pentaKills,perkPrimaryStyle,perkSubStyle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,quadraKills,queueId,role,season,sightWardsBoughtInGame,spell_1,spell_2,summonerId,summonerName,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalPlayerScore,totalScoreRank,totalTimeCrowdControlDealt,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,unrealKills,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas,champion_subclass,champion_name,champion_defense,champion_attack,champion_class,champion_difficulty,champion_magic,position,rel_assists,rel_deaths,rel_goldEarned,rel_kills,rel_longestTimeSpentLiving,rel_magicDamageDealt,rel_magicalDamageTaken,rel_neutralMinionsKilled,rel_physicalDamageDealt,rel_physicalDamageDealtToChampions,rel_physicalDamageTaken,rel_timeCCingOthers,rel_totalDamageDealt,rel_totalDamageDealtToChampions,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_totalTimeCrowdControlDealt,rel_trueDamageDealt,rel_trueDamageDealtToChampions,rel_trueDamageTaken,rel_visionScore,rel_visionWardsBoughtInGame,rel_wardsPlaced,norm_assists,norm_deaths,norm_goldEarned,norm_kills,norm_longestTimeSpentLiving,norm_magicDamageDealt,norm_magicalDamageTaken,norm_neutralMinionsKilled,norm_physicalDamageDealt,norm_physicalDamageDealtToChampions,norm_physicalDamageTaken,norm_timeCCingOthers,norm_totalDamageDealt,norm_totalDamageDealtToChampions,norm_totalDamageTaken,norm_totalHeal,norm_totalMinionsKilled,norm_totalTimeCrowdControlDealt,norm_trueDamageDealt,norm_trueDamageDealtToChampions,norm_trueDamageTaken,norm_visionScore,norm_visionWardsBoughtInGame,norm_wardsPlaced
19241,5295545,9,17,122,"{'20-30': 10.399999999999999, '10-20': 8.2, '0-10': 6.800000000000001}","{'20-30': -2.1000000000000014, '10-20': -1.7000000000000002, '0-10': -0.10000000000000009}",5295545,KR,8001,4924,18968,"{'20-30': -429.9, '10-20': 339.7, '0-10': 192.1}","{'20-30': 1048.8, '10-20': 925.7, '0-10': 597.2}",4,0,False,False,False,False,False,False,1525010789355,1802,3188617310,8.8.226.7254,12567,"{'20-30': 582.3, '10-20': 363.7, '0-10': 260.3}",10575,MASTER,0,3143,3052,3071,3086,3047,1042,3340,0,0,TOP,432,0,0,518,0,0,4372,11,/v1/stats/player_history/KR/5295545,4,0,1,0,8000,8400.0,151004,6166,19243,0,420,SOLO,11,0,4,6,7703494,차차차차차차차차,20,152539,7701,25717,5011,254,0,0,266,1,0,1535,1535,2100,2,0,29,3,3,15,True,"{'20-30': 103.80000000000001, '10-20': -119.70000000000002, '0-10': -21.399999999999977}","{'20-30': 724.7, '10-20': 496.6, '0-10': 429.8}",Tank,Darius,2,9,Fighter,5,1,top,0.21951219512195122,0.19047619047619047,0.23050679579596103,0.0,0.1544885177453027,0.0,0.14755315558555518,0.25,0.3622224034618909,0.22442220200181984,0.36000523834468307,0.19607843137254902,0.2094964854790818,0.12427381874515879,0.28202175724876083,0.33491511829969256,0.3108935128518972,0.13711340206185568,0.008804382115919584,0.3182006633499171,0.25925925925925924,0.12554112554112554,0.08333333333333333,0.11627906976744186,0.20930232558139536,0.2222222222222222,0.2890165111270639,0.0,0.23696248856358645,0.0,0.08062822337868428,0.017094017094017096,0.2925970408407578,0.07911924345270938,0.33235796626146386,0.09259259259259259,0.23637883427554437,0.05584121429414859,0.22891244528556004,0.08506917918682624,0.5436681222707423,0.016925426317129042,0.005045707204349498,0.05333379660192488,0.11913541725761616,0.14285714285714285,0.1,0.11864406779661017
19247,206353515,10,17,41,"{'20-30': 12.5, '10-20': 9.9, '0-10': 6.9}","{'20-30': 2.1000000000000014, '10-20': 1.7000000000000002, '0-10': 0.10000000000000009}",206353515,KR,6047,0,17351,"{'20-30': 429.9, '10-20': -339.7, '0-10': -192.1}","{'20-30': 1478.6999999999998, '10-20': 586, '0-10': 405.1}",1,0,False,False,False,False,False,False,1525010789355,1802,3188617310,8.8.226.7254,14477,"{'20-30': 546.6, '10-20': 507.20000000000005, '0-10': 343.6}",14283,MASTER,0,2421,3046,3142,3078,3053,3047,3340,1,2,TOP,982,2,1,1295,21164,5341,8180,11,/v1/stats/player_history/KR/206353515,4,0,1,0,8300,8400.0,239321,18541,15077,0,420,SOLO,11,0,12,4,38120473,Morgan5358,14,270805,26024,24698,5010,293,0,0,853,1,0,10319,2141,1440,0,0,33,4,6,22,False,"{'20-30': -103.80000000000001, '10-20': 119.70000000000002, '0-10': 21.399999999999977}","{'20-30': 620.9, '10-20': 616.3, '0-10': 451.2}",Fighter,Gangplank,9,7,Fighter,6,4,top,0.24390243902439024,0.047619047619047616,0.2655404537867532,0.2,0.3862212943632568,0.1546036291382988,0.2760715491056362,0.25,0.5740737187021747,0.6748316651501365,0.28206615280999775,0.13725490196078433,0.37192256242772503,0.41995868835528016,0.27084704127736103,0.3348482823151985,0.35862913096695226,0.43969072164948453,0.0591872436835011,0.4438225538971808,0.17777777777777778,0.14285714285714285,0.1111111111111111,0.17054263565891473,0.23255813953488372,0.05555555555555555,0.3804259392199091,0.06896551724137931,0.5924062214089661,0.04895402522182437,0.1694942941821661,0.017094017094017096,0.4645113065889081,0.23790948635366277,0.2505449618035781,0.06481481481481481,0.429836356260469,0.25253067402342283,0.21708135471211787,0.08505220269926152,0.62882096069869,0.05427589717485365,0.03391964341477686,0.07438935408776623,0.08169285754807964,0.17006802721088435,0.13333333333333333,0.17796610169491525
16227,4549045,12,16,58,"{'20-30': 3.8, '10-20': 9.1, '0-10': 6.699999999999999}",,4549045,KR,5701,4538,27271,,"{'20-30': 1560.6999999999998, '10-20': 785.5, '0-10': 352.79999999999995}",2,0,False,False,True,False,False,False,1525010870265,1829,3188626516,8.8.226.7254,12244,"{'20-30': 451.9, '10-20': 393.8, '0-10': 258.4}",10800,UNRANKED,0,3748,0,1055,3047,3071,3026,3340,1,4,TOP,0,3,1,1054,4699,2265,2206,11,/v1/stats/player_history/KR/4549045,8,4,4,0,8000,8400.0,130895,15944,23987,0,420,SOLO,11,0,12,4,5860208,CN hf ghkyu 2,27,140135,21239,27716,7235,202,0,0,66,1,0,4540,3030,1522,1,0,27,2,5,16,True,,"{'20-30': 483.6, '10-20': 544.4, '0-10': 398.6}",Tank,Renekton,3,8,Fighter,5,2,top,0.2222222222222222,0.09523809523809523,0.22648908620051794,0.23529411764705882,0.2551440329218107,0.023688177084121007,0.08224898400507065,0.22857142857142856,0.47455986426126806,0.5021415973796927,0.3242406628908204,0.17763157894736842,0.24823700092644915,0.2630477322830745,0.26136320772509525,0.3271387230964008,0.27408412483039346,0.10200927357032458,0.05026405234547125,0.5617352614015573,0.2904025949246327,0.125,0.08,0.1322314049586777,0.27906976744186046,0.1111111111111111,0.2735582675281168,0.13793103448275862,0.48215919487648673,0.01086916294260786,0.030080978273552543,0.03418803418803419,0.2534536825979557,0.20458599053032733,0.4255218868443275,0.125,0.21608858092546063,0.20116577390856297,0.2521218172740889,0.12282488753076988,0.43013100436681223,0.004199541868159837,0.014923459744460405,0.10527778742920677,0.08634481193623418,0.1292517006802721,0.06666666666666667,0.1271186440677966
22974,210483502,10,16,78,"{'20-30': 4.7, '10-20': 9.1, '0-10': 7.199999999999999}","{'20-30': -4.699999999999999, '10-20': 2.3, '0-10': -0.5000000000000004}",210483502,KR,322,322,40509,"{'20-30': -562.3, '10-20': 13.799999999999983, '0-10': -20.700000000000017}","{'20-30': 1080, '10-20': 713.3, '0-10': 447.4}",7,0,False,False,False,False,False,False,1525015104242,1952,3188677989,8.8.226.7254,11235,"{'20-30': 289.2, '10-20': 404.20000000000005, '0-10': 310}",10600,UNRANKED,0,2033,3047,3068,3194,3110,0,3340,1,3,TOP,0,2,1,594,36912,3717,8785,11,/v1/stats/player_history/KR/210483502,4,0,0,0,8200,8400.0,84385,11666,15769,0,420,SOLO,11,0,4,12,69610127,ACESSA ERICAO,38,121298,15384,26920,831,224,0,0,3514,1,0,0,0,2366,0,0,25,2,4,17,False,"{'20-30': -352.1, '10-20': 110.9, '0-10': -19.000000000000057}","{'20-30': 392.9, '10-20': 552.4000000000001, '0-10': 474.09999999999997}",Fighter,Poppy,6,6,Tank,7,2,top,0.15384615384615385,0.2692307692307692,0.1860284134185515,0.13636363636363635,0.18673373153096512,0.1730277035578681,0.2279449922158796,0.06153846153846154,0.2997786785367916,0.40652332996480467,0.18279931373458222,0.2345679012345679,0.1713621324412372,0.18496831828401727,0.20341544506573978,0.042343949044585986,0.2814070351758794,0.7845501227952668,0.0,0.0,0.31404300504380145,0.12077294685990338,0.06666666666666667,0.13709677419354838,0.23255813953488372,0.3888888888888889,0.2252692031586504,0.10344827586206896,0.2717291857273559,0.08538040913759125,0.18361298452778232,0.017094017094017096,0.1629192158481061,0.149692684742022,0.26413463993244435,0.17592592592592593,0.1852753350083752,0.13831488777010853,0.24287986624714092,0.014107461166284696,0.4781659388646288,0.2235937897683889,0.0,0.0,0.13422590344358087,0.11564625850340136,0.06666666666666667,0.13559322033898305
22976,208744895,8,18,164,"{'20-30': 9.4, '10-20': 6.800000000000001, '0-10': 7.7}","{'20-30': 4.699999999999999, '10-20': -2.3, '0-10': 0.5000000000000004}",208744895,KR,23344,6033,29268,"{'20-30': 562.3, '10-20': -13.799999999999983, '0-10': 20.700000000000017}","{'20-30': 1642.3, '10-20': 699.5, '0-10': 468.1}",3,0,False,False,True,False,False,False,1525015104242,1952,3188677989,8.8.226.7254,16909,"{'20-30': 614.9000000000001, '10-20': 487.3, '0-10': 256}",14583,CHALLENGER,0,3074,3026,0,3047,3053,3078,3340,3,9,TOP,0,4,1,597,792,792,10293,11,/v1/stats/player_history/KR/208744895,40,3,9,0,8000,8400.0,176727,14728,19993,0,420,SOLO,11,0,4,12,54743978,KZ Rascal,20,218042,24176,30751,5359,265,0,0,263,1,0,40522,8656,464,1,0,38,2,5,16,True,"{'20-30': 352.1, '10-20': -110.9, '0-10': 19.000000000000057}","{'20-30': 745, '10-20': 441.5, '0-10': 493.1}",Tank,Camille,4,8,Fighter,6,3,top,0.12307692307692308,0.11538461538461539,0.27997814352419115,0.4090909090909091,0.1876768311851619,0.003712558008718886,0.26707317073170733,0.6153846153846154,0.6278246906650656,0.5132243788549326,0.23176527867940278,0.12345679012345678,0.30803592871895863,0.29067824121388464,0.2323636088862022,0.2730700636942675,0.33291457286432163,0.058718463942844384,0.19022626983381843,0.9568870218881274,0.06158747013538625,0.18357487922705315,0.06666666666666667,0.12903225806451613,0.18604651162790697,0.16666666666666666,0.4968174204355109,0.3103448275862069,0.2731015553522415,0.0018319593638104754,0.21880469533966534,0.17094017094017094,0.3426683822341438,0.1889828442379993,0.3470866636554663,0.09259259259259259,0.34352753350083753,0.2326931953583735,0.2873596581871379,0.0909769968593498,0.5676855895196506,0.0167345380503945,0.1332000959834856,0.3007539696327438,0.026323254098825664,0.20408163265306123,0.06666666666666667,0.1271186440677966
13870,202484037,5,18,126,"{'20-30': 7.9, '10-20': 8.1, '0-10': 8.2}","{'20-30': 6.050000000000001, '10-20': 5.25, '0-10': 4.25}",202484037,KR,21333,8358,22768,"{'20-30': -151.75, '10-20': 74.59999999999997, '0-10': -133.89999999999998}","{'20-30': 1219.9, '10-20': 951.5, '0-10': 466.20000000000005}",6,2,False,False,False,False,False,True,1525017142129,2023,3188693955,8.8.226.7254,15348,"{'20-30': 580.6, '10-20': 420.20000000000005, '0-10': 292.70000000000005}",15500,UNRANKED,0,3153,3134,3147,3036,3071,3111,3340,1,8,TOP,0,6,2,832,32866,5419,12890,11,/v1/stats/player_history/KR/202484037,35,9,21,0,8000,8100.0,196700,30078,19127,0,420,DUO,11,0,4,12,20200561,슬라임 Lv8,16,235733,39000,32738,6070,282,0,0,444,1,0,6166,3502,721,2,0,41,4,7,18,False,"{'20-30': 132.95000000000005, '10-20': 98.45000000000007, '0-10': 28.44999999999996}","{'20-30': 662.6, '10-20': 484.1, '0-10': 427.4}",Marksman,Jayce,7,8,Fighter,4,3,top,0.09433962264150944,0.2222222222222222,0.22765095892849196,0.26666666666666666,0.22794520547945205,0.0794378969961231,0.2612749569271308,0.1583710407239819,0.5685562659698697,0.6007429895342334,0.2568106446112327,0.11510791366906475,0.25292833269850806,0.3557972138341255,0.25373770568038256,0.23173245781476673,0.4040114613180516,0.23717948717948717,0.03578288851361154,0.5049747656813266,0.13846744766660266,0.13993174061433447,0.0784313725490196,0.11764705882352941,0.11627906976744186,0.3333333333333333,0.4221105527638191,0.27586206896551724,0.3806038426349497,0.07602168743812511,0.27941004877365755,0.14957264957264957,0.38154700843054773,0.38594690310908086,0.33007992773119144,0.07407407407407407,0.37246617200586263,0.39182240733385576,0.31042970428078814,0.10304727951786775,0.6048034934497817,0.028251463476711633,0.02026829356483323,0.12167749556999409,0.04090315992511488,0.22448979591836735,0.13333333333333333,0.1440677966101695
13872,1192242,8,18,13,"{'20-30': 10.399999999999999, '10-20': 9.5, '0-10': 8}","{'20-30': 6.050000000000001, '10-20': 5.25, '0-10': 4.25}",1192242,KR,9939,1985,26237,"{'20-30': -151.75, '10-20': 74.59999999999997, '0-10': -133.89999999999998}","{'20-30': 1229.1999999999998, '10-20': 643.5999999999999, '0-10': 350.4}",4,1,False,False,False,False,False,False,1525017142129,2023,3188693955,8.8.226.7254,16554,"{'20-30': 635.7, '10-20': 530.5, '0-10': 332.79999999999995}",16000,DIAMOND,0,2065,3040,3135,3089,3027,3111,3364,2,8,TOP,1453,4,2,811,297403,25953,9515,11,/v1/stats/player_history/KR/1192242,51,17,29,0,8200,8300.0,13133,1054,15365,0,420,DUO,11,0,4,12,1657317,kpyh5,24,460971,27142,25898,6719,296,0,0,94,1,0,150435,135,1018,2,0,23,4,6,8,False,"{'20-30': 132.95000000000005, '10-20': 98.45000000000007, '0-10': 28.44999999999996}","{'20-30': 763.7, '10-20': 631.9000000000001, '0-10': 448.2}",Fighter,Ryze,7,2,Mage,2,10,top,0.1509433962264151,0.14814814814814814,0.24553909135406932,0.26666666666666666,0.22219178082191782,0.7188300639061035,0.19286510590858416,0.23076923076923078,0.037960597056341125,0.021051370136614206,0.20629976234911854,0.17266187050359713,0.4945961170152841,0.2476166148175855,0.2007239019399642,0.2565091242269222,0.42406876790830944,0.050213675213675216,0.8730131095597068,0.01946647440519106,0.19550604954868447,0.07849829351535836,0.0784313725490196,0.05228758169934641,0.18604651162790697,0.2222222222222222,0.47982770997846375,0.27586206896551724,0.3709972552607502,0.6879169326708672,0.20064875965555062,0.21794871794871795,0.024222982245433858,0.013524437657988272,0.256200781602875,0.1111111111111111,0.7409066818467337,0.2645319192331226,0.2310139441999791,0.11406501994737289,0.6353711790393013,0.005981165691015525,0.49449574155460374,0.004690594489420104,0.057752311794406305,0.10204081632653061,0.13333333333333333,0.059322033898305086
10431,210168114,8,17,27,"{'20-30': 8.3, '10-20': 9.8, '0-10': 7.3}",,210168114,KR,2540,166,34675,,"{'20-30': 1354.9, '10-20': 579.1, '0-10': 643.3}",6,0,False,False,False,False,False,False,1525019365831,1928,3188707493,8.8.226.7254,13869,"{'20-30': 522.1, '10-20': 421.1, '0-10': 244.1}",12225,UNRANKED,0,2403,2065,3060,3194,3116,3111,3340,0,3,TOP,0,0,1,550,129272,12465,8120,11,/v1/stats/player_history/KR/210168114,14,5,8,0,8300,8200.0,8840,1054,20078,0,420,SOLO,11,0,14,4,66840146,MLK PAsSR,44,238590,13519,28624,1490,274,0,0,2885,1,0,100475,0,426,2,0,37,7,1,21,True,,"{'20-30': 519.7, '10-20': 547, '0-10': 433.4}",Fighter,Singed,5,4,Tank,8,7,top,0.14285714285714285,0.2727272727272727,0.23573504665748815,0.15,0.15822784810126583,0.4307315025223076,0.18356090062392622,0.22580645161290322,0.045487758441478246,0.05859461863464532,0.3000612735940699,0.22448979591836735,0.31243738877299676,0.17091240091530865,0.24366450163016182,0.06409980640998064,0.3553826199740597,0.7646435197455606,0.373271564118377,0.0,0.06740506329113924,0.148,0.18421052631578946,0.15328467153284672,0.18604651162790697,0.3333333333333333,0.3513280689160086,0.10344827586206896,0.2516010978956999,0.2990164783819543,0.1680940934867331,0.05982905982905983,0.01586640375140882,0.013524437657988272,0.34875591602678657,0.2037037037037037,0.3771396042713568,0.11829492147664696,0.26266414331990384,0.025294966471437058,0.5873362445414847,0.18357088317638076,0.3302719422521276,0.0,0.024167470357973564,0.19727891156462585,0.23333333333333334,0.1694915254237288
20790,206491319,6,18,164,"{'30-end': 3.2, '20-30': 6.5, '10-20': 7, '0-10': 7.1}","{'30-end': -6.8, '20-30': -0.20000000000000018, '10-20': -1.3999999999999992, '0-10': -1.6}",206491319,KR,20975,9459,46933,"{'30-end': 270, '20-30': 205.4000000000001, '10-20': -124.79999999999995, '0-10': -168.69999999999996}","{'30-end': 1894, '20-30': 1371.4, '10-20': 1319.7, '0-10': 300.3}",8,2,False,False,True,False,False,False,1525023107161,2292,3188752682,8.8.226.7254,17588,"{'30-end': 612.8, '20-30': 499.79999999999995, '10-20': 502.8, '0-10': 257.8}",16383,DIAMOND,0,3053,3074,3026,3133,3047,3078,3340,4,12,TOP,0,5,2,544,934,934,17921,11,/v1/stats/player_history/KR/206491319,9,0,6,0,8000,8400.0,164739,28958,27693,0,420,SOLO,11,0,12,4,38680194,지현이의빗자루,27,208316,43503,48543,6875,231,0,0,298,1,0,42642,13611,2929,4,0,31,2,6,18,True,"{'30-end': 95.80000000000007, '20-30': 48.50000000000003, '10-20': 69.4, '0-10': -22.200000000000017}","{'30-end': 784.6, '20-30': 535.2, '10-20': 595.8, '0-10': 450.7}",Tank,Camille,4,8,Fighter,6,3,top,0.08695652173913043,0.1951219512195122,0.2326916716279685,0.32432432432432434,0.17480719794344474,0.0032050732122451643,0.2527501974500733,0.2,0.43793996299525745,0.5367960553145739,0.26672766674692994,0.12796208530805686,0.23962243098587338,0.3094955215173483,0.25423435879709644,0.19951825410644844,0.2689173457508731,0.20203389830508475,0.2113427864814365,0.7975039550008789,0.18074668312249306,0.10472972972972973,0.06666666666666667,0.11180124223602485,0.13953488372093023,0.4444444444444444,0.5293132328308208,0.41379310344827586,0.24885635864592864,0.002160416724493667,0.3968168770857156,0.038461538461538464,0.31933303096780974,0.37157558415562086,0.4983012902338917,0.125,0.32761790724455614,0.44016015973034767,0.4939335183271604,0.11671335200746966,0.49344978165938863,0.018961567828964115,0.14016876000512787,0.47291615996664466,0.166165541498837,0.1564625850340136,0.06666666666666667,0.1440677966101695
20796,202001440,8,18,39,"{'30-end': 10, '20-30': 6.7, '10-20': 8.399999999999999, '0-10': 8.7}","{'30-end': 6.8, '20-30': 0.20000000000000018, '10-20': 1.3999999999999992, '0-10': 1.6}",202001440,KR,4417,3704,55469,"{'30-end': -270, '20-30': -205.4000000000001, '10-20': 124.79999999999995, '0-10': 168.69999999999996}","{'30-end': 1624, '20-30': 1166, '10-20': 1444.5, '0-10': 469}",8,0,False,False,False,False,False,False,1525023107161,2292,3188752682,8.8.226.7254,17025,"{'30-end': 440.2, '20-30': 499.6, '10-20': 499.70000000000005, '0-10': 308.70000000000005}",17058,CHALLENGER,0,3211,3026,3143,3053,3078,3047,3340,2,9,TOP,0,4,1,688,43367,8869,15270,11,/v1/stats/player_history/KR/202001440,20,0,8,0,8000,8400.0,196769,20964,28743,0,420,SOLO,11,0,12,4,18971354,오뚜기3분미트볼,20,242706,30169,49825,10697,302,0,0,227,1,0,2569,336,5811,1,0,43,1,7,20,False,"{'30-end': -95.80000000000007, '20-30': -48.50000000000003, '10-20': -69.4, '0-10': 22.200000000000017}","{'30-end': 688.8, '20-30': 486.7, '10-20': 526.4, '0-10': 472.9}",Assassin,Irelia,5,7,Fighter,4,5,top,0.11594202898550725,0.1951219512195122,0.2252431037904346,0.24324324324324326,0.2210796915167095,0.1488162847916874,0.21536161570574297,0.4444444444444444,0.5230880883009719,0.3886108330552775,0.276840837948471,0.0947867298578199,0.2791806761595719,0.2146327928799596,0.2609485801673842,0.3104358929711533,0.35157159487776485,0.15389830508474575,0.012732508289264349,0.019687115486025662,0.3585930268435668,0.14527027027027026,0.03333333333333333,0.12422360248447205,0.18604651162790697,0.4444444444444444,0.5023689877961235,0.3103448275862069,0.31473010064043916,0.10031134056864759,0.3349513430258337,0.08547008547008547,0.3816813210129115,0.26900029512529994,0.5189214665854952,0.09259259259259259,0.38387248743718594,0.2970254516568803,0.5088181680966922,0.18159748747984042,0.648471615720524,0.014443878849580045,0.008444574467735414,0.011674368507001147,0.32966471889714644,0.23809523809523808,0.03333333333333333,0.16101694915254236
29364,1860080,11,18,41,"{'20-30': 9.7, '10-20': 10, '0-10': 7.199999999999999}","{'20-30': 3.1999999999999997, '10-20': 2.5, '0-10': -0.40000000000000013}",1860080,KR,13241,1770,38156,"{'20-30': 7.399999999999864, '10-20': -115.19999999999999, '0-10': 15.799999999999983}","{'20-30': 1538.1999999999998, '10-20': 616.5999999999999, '0-10': 324.29999999999995}",3,0,False,False,False,False,False,False,1525046999916,2052,3188814142,8.8.226.7254,16979,"{'20-30': 644.4000000000001, '10-20': 423.79999999999995, '0-10': 280}",14983,DIAMOND,0,3082,3026,3046,3078,3047,3053,3340,2,5,TOP,997,3,1,890,9367,5835,4617,11,/v1/stats/player_history/KR/1860080,14,8,2,0,8300,8400.0,284314,14044,28016,0,420,SOLO,11,0,12,4,2449511,take a ggro,18,311155,23866,37330,13598,307,0,0,1140,1,0,17472,3986,4696,1,0,44,7,0,28,False,"{'20-30': 263.9, '10-20': 177.6, '0-10': -74.4}","{'20-30': 710.5, '10-20': 570.6, '0-10': 415.9}",Fighter,Gangplank,9,7,Fighter,6,4,top,0.19298245614035087,0.10714285714285714,0.254169036855184,0.2777777777777778,0.22979602375419572,0.12852810823419641,0.11336459842365015,0.34146341463414637,0.4481260176120772,0.2846891407026008,0.31445086705202313,0.10843373493975904,0.4183720392401523,0.2612160017512176,0.26820033480138233,0.4434371433230067,0.35864485981308414,0.5931321540062435,0.4800923254472014,0.25164141414141417,0.5017094017094017,0.18032786885245902,0.23333333333333334,0.2153846153846154,0.2558139534883721,0.16666666666666666,0.5001675041876047,0.1724137931034483,0.4071363220494053,0.02166662040506657,0.08634570955170241,0.05982905982905983,0.5520928430859192,0.1802060744485648,0.5046444492449088,0.08333333333333333,0.49584020362227804,0.22936547978144423,0.3637450800543371,0.23084627790510143,0.6593886462882096,0.07253754135912446,0.05743231027647846,0.13849414544317432,0.26640948544845977,0.24489795918367346,0.23333333333333334,0.2288135593220339
29366,202455285,4,16,240,"{'20-30': 6.5, '10-20': 7.5, '0-10': 7.6}","{'20-30': -3.1999999999999997, '10-20': -2.5, '0-10': 0.40000000000000013}",202455285,KR,4724,430,33982,"{'20-30': -7.399999999999864, '10-20': 115.19999999999999, '0-10': -15.799999999999983}","{'20-30': 1530.8000000000002, '10-20': 731.8, '0-10': 308.5}",6,1,False,False,False,False,False,False,1525046999916,2052,3188814142,8.8.226.7254,12806,"{'20-30': 393.6, '10-20': 298.9, '0-10': 284.9}",12350,PLATINUM,0,3071,3748,3742,3211,1055,3047,3364,1,4,TOP,0,2,2,980,275,128,11147,11,/v1/stats/player_history/KR/202455285,0,0,0,0,8000,8100.0,149522,16897,25765,0,420,SOLO,11,0,12,4,19651957,HoonH,7,157822,20729,38711,3691,231,0,0,107,1,0,8025,3702,1798,0,0,28,0,4,14,True,"{'20-30': -263.9, '10-20': -177.6, '0-10': 74.4}","{'20-30': 446.6, '10-20': 393, '0-10': 490.3}",Tank,Kled,7,8,Fighter,2,2,top,0.07017543859649122,0.21428571428571427,0.19170084728002157,0.2222222222222222,0.2530338239091144,0.003773377790584393,0.2737004935300906,0.0,0.2356714702947903,0.342522957166893,0.2891857006566025,0.04216867469879518,0.2122039240152314,0.2268811908279976,0.27812223842743933,0.12036523724115442,0.26985981308411217,0.05567117585848075,0.22050943862830763,0.2337121212121212,0.1920940170940171,0.11475409836065574,0.0,0.1076923076923077,0.09302325581395349,0.3333333333333333,0.30045465422349843,0.13793103448275862,0.44830741079597436,0.0006360970013230818,0.23873421857132857,0.0,0.2897122401586835,0.21681444317554824,0.4604387187997094,0.032407407407407406,0.24502067629815746,0.19569114505619545,0.3797791684566174,0.06266021560139207,0.49344978165938863,0.006808348180198524,0.02637902300645259,0.12862652444320907,0.10200260963294945,0.1360544217687075,0.0,0.11016949152542373
